<<<<<<< HEAD
id,458782,stsnp_c1_6269,stsnp_c1_4586,stsnp_c1_4607,stsnp_c1_4604,471438,472090,stsnp_c1_2501,653975,473160,533740,654743,stsnp_c1_2517,538971,stsnp_c1_3297,459291,stsnp_c1_9122,441199,654285,654515,438472,438463,472525,537723,652662,439000,472164,439754,763687,stsnp_c1_9732,stsnp_c1_9725,763794,stsnp_c1_15404,stsnp_c1_13468,stsnp_c1_16340,656979,657208,stsnp_c1_5078,653009,stsnp_c1_13914,stsnp_c1_13929,652571,458651,471714,559418,471384,stsnp_c1_7931,471945,657574,654471,436878,473780,652964,438004,437942,471328,655621,651715,539952,552380,473254,559366,536203,539732,473407,533896,534891,651011,471637,437061,stsnp_c1_6307,437726,PM0153,stsnp_c1_6856,538396,stsnp_c1_4565,471162,MICRO.8582.C1_613,stsnp_c1_7093,PM0022,459240,540141,538856,438080,651584,PM0193,stsnp_c1_6338,651016,stsnp_c1_12486,458238,stsnp_c1_1199,stsnp_c1_9246,441146,stsnp_c1_13631,stsnp_c1_1574,stsnp_c1_3690,stsnp_c1_9977,440683,651124,stsnp_c1_14891,MICRO.2094.C3_1290,473433,stsnp_c1_3007,538867,457208,537183,473709,654150,439265,559453,763680,654313,472490,457784,stsnp_c1_13563,stsnp_c1_10985,stsnp_c1_13776,stsnp_c1_10959,stsnp_c1_11935,stsnp_c1_513,stsnp_c1_2672,PM0062,473141,471799,653377,471145,stsnp_c1_3157,470983,654638,stsnp_c1_3164,stsnp_c1_7505,456702,stsnp_c1_7986,459335,539276,457779,456574,471856,536257,650705,536995,534622,653036,stsnp_c1_14109,stsnp_c1_12166,540363,stsnp_c1_8296,stsnp_c1_5509,stsnp_c1_5485,534465,654618,559141,438550,439386,653047,440599,440196,651985,655827,439069,436952,stsnp_c1_5166,PM0024,458562,535215,654939,PM0054,stsnp_c1_1426,440358,stsnp_c1_2319,651168,656396,472210,stsnp_c1_8209,655972,470763,472890,MICRO.1131.C1_434,stsnp_c1_6181,stsnp_c1_16459,656192,437343,stsnp_c1_15363,656850,652951,458756,438090,MICRO.58.C1_516,536647,437854,stsnp_c1_8939,458523,653366,540222,472784,656657,656930,552198,457188,473247,537616,473222,456463,441141,stsnp_c1_6619,stsnp_c1_10582,stsnp_c1_10580,stsnp_c1_261,439062,472889,457178,657368,473652,stsnp_c1_14047,PM0126,stsnp_c1_3055,stsnp_c1_3057,stsnp_c1_12035,stsnp_c1_14465,539063,437059,stsnp_c1_9498,437377,stsnp_c1_8814,stsnp_c1_2132,stsnp_c1_2254,657037,stsnp_c1_16309,436913,stsnp_c1_4012,stsnp_c1_4009,650908,stsnp_c1_3996,438852,MICRO.10953.C1_310,473209,stsnp_c1_4359,437465,440455,651955,457986,MICRO.2270.C1_388,stsnp_c1_6959,stsnp_c1_6971,stsnp_c1_4908,stsnp_c1_4911,441263,438507,438817,440945,456682,440828,MICRO.6280.C3_1387,656291,473728,536168,537219,537662,stsnp_c1_14454,650660,stsnp_c1_9741,stsnp_c1_2713,652351,652733,537503,473991,650534
G74,np,np,np,np,np,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,np,np,np,np,np,np,np,np,np,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,np,np,np,np,np,np,nn,nn,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,np,np,np,np,np,np,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,np,np,np,np,np,np,np,np,np,np,np,np,nn,nn,np,nn,nn,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,nn,nn,nn,nn,np,np,np,np,np,np,np,np,np,np,np,np,np,np,nn,nn,nn,nn,nn,nn,nn
G75,np,np,np,np,np,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,nn,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,--,nn,nn,nn,--,nn,nn,np,np,np,np,np,np,np,np,np,np,np,np,np,nn,nn,nn,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,--,--,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,np,nn,nn,nn,nn,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn
G76,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,--,nn,nn,nn,nn,nn,nn,--,nn,nn,nn,nn,nn,np,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,np,np,np,np,np,np,np,np,np,np,np,np,np,nn,nn,nn,nn,nn,nn,nn,nn,np,np,np,np,np,np,nn,np,np,np,np,np,np,np,np,nn,nn,np,np,np,np,np,np,np,np,np,np,np,np,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,np,np,np,np,np,np,np,np,np,nn,np,np,np,np,np,np,np,np,nn,nn,np,np,np,np,np,--,--,np,np,np,np,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,np,np,np,np,nn,nn,nn,np,np,np,np,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,np,np,np,np,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,np,np,np,np,np
G77,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,np,np,np,np,np,np,np,np,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,np,np,np,np,np,np,np,np,np,np,np,np,np,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,np,np,np,np,np,np,np,np,nn,nn,nn,nn,nn,nn,np,nn,nn,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn
G78,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,np,np,np,np,np,np,np,np,np,np,np,np,np,np,--,np,np,np,np,np,np,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,np,np,np,np,np,np,np,nn,nn,np,np,np,np,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn
G79,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,np,np,np,np,np,np,np,nn,nn,nn,--,--,nn,np,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,--,nn,np,np,np,np,np,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,np,np,np,np,np,np,np,np,np,np,np,np,np,np,nn,nn,nn,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np
G80,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,nn,nn,nn,np,np,nn,--,nn,nn,nn,nn,nn,np,np,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,np,--,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,np,np,np,np,np,np,np,np,np,np,np,np,np,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,nn,nn,nn,nn,nn,nn
G81,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,np,np,np,np,np,np,np,np,np,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,np,np,np,np,np,np,np,nn,nn,nn,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,nn,nn,nn,nn,nn,nn,nn,np,np,np,np,np,np,np,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,nn,nn,nn,nn,nn,nn,nn
G82,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,np,np,np,np,np,np,np,np,np,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,nn,nn,nn,nn,np,np,np,nn,nn,nn,--,--,nn,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,np,np,np,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,nn,nn,nn,nn,nn,np,np,np,np,np,np,np,nn,nn,nn,nn,nn,nn,nn,nn,nn,--,--,nn,nn,nn
G83,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,--,np,np,np,np,np,np,np,np,np,np,np,np,np,np,--,np,np,np,np,np,np,np,nn,nn,nn,np,np,np,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,--,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,--,nn,nn,np,np,np,np,np,np,np,np,np,np,np,np,np,nn,nn,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,--,np,np,--,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,nn,np,nn,np,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,np,np,np,np,np,np,np,np,np,np,nn,nn,nn,nn,nn
G84,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,nn,np,np,np,np,np,np,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,np,np,np,np,np,np,np,np,np,np,np,np,nn,nn,nn,nn,nn,nn,nn,np,np,np,np,np,np,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,np,np,np,np,np,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,np,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,np,np,np,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,np,np,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,np,np,np,np,np,np
G85,np,np,np,np,np,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,np,np,np,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,np,np,np,np,np,np,np,np,np,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,nn,nn,nn,nn,nn,nn,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,--,--,np,np,nn,nn,nn,nn,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,np,np,np,np,np,np,np,np,np,np,np,np,np,np,nn,nn,nn,nn,nn,nn,nn
G86,np,np,np,np,np,--,np,np,--,np,np,np,np,np,np,np,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,np,np,np,np,np,--,np,np,np,np,np,np,np,np,np,--,np,np,np,np,np,np,np,np,np,np,np,np,np,nn,np,--,np,np,np,np,np,nn,nn,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,--,np,np,np,np,np,np,--,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,np,np,np,np,np,np,np,nn,nn,nn,nn,nn,nn,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,--,np,--,np,np,np,np,np,np,np,np,np,np,np,np,--,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,nn,nn,nn,np,np,np,np,np,np,np,np,np,np,np,np,np,np,nn,nn,nn,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,--,nn,np,nn,--,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn
G87,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,nn,nn,np,np,np,np,np,np,np,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,np,np,np,np,np,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,np,np,np,np,np,np,np,np,np,np,np,np,np,nn,nn,nn,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,--,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,np,np,np,np,np,np,np,np,nn,nn,nn,nn,nn,nn,nn,nn,np,np,np,np,np,np,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np
G88,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,np,np,np,np,np,np,np,np,np,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,np,nn,nn,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn
G89,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,--,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,np,np,np,np,nn,nn,nn,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,np,np,np,np,np,np,np,np,np,np,np,np,np,nn,np,np,np,np,np,np,np,np,--,np,np,np,np,np,--,--,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,nn,nn,nn,nn,nn,nn,nn,nn,np,nn,nn,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn
G90,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,np,np,np,np,np,np,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,--,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,np,np,np,np,nn,nn,nn,nn,nn,nn,nn,nn,nn,np,--,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,nn,nn,nn,np,np,np,np,np,np,np,np,np,np,np,np,np,np,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,np,np,np,np,np,np,np,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn
G91,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,nn,nn,nn,nn,nn,nn,nn,nn,nn,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,np,np,nn,nn,nn,nn,nn,np,--,np,np,np,np,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,np,np,np,np,nn,nn,nn,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,nn,nn,nn,nn,nn,nn,nn,np,np,np,np,np,np,np,np,nn,nn,nn,nn,nn,nn
